City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
304,hashtrud,0,IR,1528746521,89,37.48,47.05,46.61,1.34
305,kaunas,75,LT,1528744800,72,54.9,23.9,68.0,14.99
306,ceyhan,75,TR,1528744800,83,37.03,35.82,75.2,3.36
307,longyearbyen,75,NO,1528743000,59,78.22,15.63,35.6,8.05
308,tenkodogo,8,BF,1528746522,80,11.78,-0.37,81.89,2.91
309,jalu,0,LY,1528746523,25,29.03,21.55,83.87,9.4
310,aksu,0,KZ,1528743600,87,52.04,76.93,53.6,4.47
311,bouafle,92,FR,1528745400,93,48.96,1.9,68.0,12.75
312,lavrentiya,0,RU,1528746376,95,65.58,-170.99,31.94,1.68
313,bussigny,75,CH,1528744800,68,46.55,6.55,71.6,3.36
314,bereda,90,ES,1528745400,100,43.27,-7.54,59.0,8.05
315,ajdabiya,0,LY,1528746525,63,30.75,20.22,73.79,9.51
316,kampong thum,88,KH,1528746525,89,12.71,104.89,77.21,3.24
317,hualmay,24,PE,1528746148,76,-11.1,-77.61,66.23,7.83
318,gat,0,SN,1528743600,44,14.69,-16.54,93.2,6.93
319,alta floresta,20,BR,1528743600,59,-9.87,-56.08,89.6,2.24
320,esperance,20,TT,1528743600,55,10.24,-61.45,89.6,14.99
321,kampot,68,KH,1528746526,91,10.62,104.18,77.66,2.46
322,grand-santi,80,GF,1528746527,98,4.27,-54.38,75.68,2.35
323,narsaq,75,GL,1528743000,26,60.91,-46.05,55.4,24.16
324,cherskiy,12,RU,1528746329,57,68.75,161.3,56.33,5.26
325,itaqui,76,BR,1528746527,89,-29.13,-56.55,67.49,5.48
326,roald,75,NO,1528744800,100,62.58,6.12,53.6,13.87
327,svencionys,88,LT,1528746528,53,55.15,26.17,69.38,10.96
328,eydhafushi,68,MV,1528746528,100,5.1,73.07,82.25,17.45
329,hobyo,32,SO,1528746529,73,5.35,48.53,79.01,20.02
330,dargaville,100,NZ,1528746529,96,-35.94,173.86,56.15,17.9
331,sao filipe,0,CV,1528746391,99,14.9,-24.5,71.99,17.45
332,puerto barrios,40,GT,1528743600,66,15.72,-88.58,87.8,6.93
333,kirakira,48,SB,1528746321,100,-10.46,161.92,79.82,14.2
334,goulburn,80,AU,1528746530,100,-34.75,149.72,40.04,2.57
335,turayf,0,SA,1528743600,29,31.68,38.65,78.8,11.41
336,perth,40,GB,1528744800,82,56.4,-3.43,57.2,3.36
337,erzin,75,TR,1528744800,83,36.95,36.2,77.0,3.36
